Protein,Label,log2FC,SE,DF,pvalue,adj.pvalue,issue
O95453,ctrlH-M,-0.019172179396227,0.180522668318311,20.6051837249653,0.916447894060503,0.998281447835922,NA
O95453,ctrlH-Norm,0.0566080120621599,0.180522668318311,20.6051837249653,0.756993584645759,0.999843706217135,NA
O95453,M-Norm,0.0757801914583869,0.147396141461851,20.6051837249644,0.612633950750222,0.99768989811509,NA
O95456,ctrlH-M,0.0765046548214396,0.410423320186245,19.6051779514378,0.854043050600581,0.992879159641751,NA
O95456,ctrlH-Norm,0.0873583298072069,0.410423320186245,19.6051779514378,0.833642076479552,0.999843706217135,NA
O95456,M-Norm,0.0108536749857673,0.335109237665074,19.6051779514378,0.974489729437919,0.99768989811509,NA
O95466,ctrlH-M,0.116015121909173,0.208708525778834,20.6051811046722,0.584284820236277,0.963024291265518,NA
O95466,ctrlH-Norm,0.00552536167041407,0.208708525778834,20.6051811046722,0.979133951354697,0.999843706217135,NA
O95466,M-Norm,-0.110489760238759,0.170409797708884,20.6051811046722,0.523901825502077,0.99768989811509,NA
O95466;Q96PY5,ctrlH-M,-0.364574717794499,0.412190606761729,19.6051779093003,0.387155570868276,0.935203681113015,NA
O95466;Q96PY5,ctrlH-Norm,-0.0563502350179505,0.412190606761729,19.6051779093226,0.892654814777023,0.999843706217135,NA
O95466;Q96PY5,M-Norm,0.308224482776548,0.336552221111476,19.6051779093375,0.370884477284919,0.99768989811509,NA
O95470,ctrlH-M,-0.0915388027931155,0.246066259919337,20.6051795526283,0.713684725997618,0.974502918277748,NA
O95470,ctrlH-Norm,-0.07311974727204,0.246066259919337,20.6051795526283,0.76932338516474,0.999843706217135,NA
O95470,M-Norm,0.0184190555210755,0.200912259905811,20.6051795526303,0.927840024088106,0.99768989811509,NA
O95478,ctrlH-M,-0.351978505203647,0.264318566791942,20.6051791324563,0.197521544216467,0.933647425157431,NA
O95478,ctrlH-Norm,-0.0159908997569751,0.264318566791942,20.6051791324563,0.952341494644025,0.999843706217135,NA
O95478,M-Norm,0.335987605446672,0.215815206061338,20.6051791324526,0.134737762073061,0.99768989811509,NA
O95479,ctrlH-M,0.181161294912954,0.27323709781811,20.6051789339336,0.514667968805445,0.953574379254704,NA
O95479,ctrlH-Norm,-0.00218059672874826,0.27323709781811,20.6051789339336,0.99370923092162,0.999843706217135,NA
O95479,M-Norm,-0.183341891641702,0.223097156151101,20.6051789339371,0.420597028373203,0.99768989811509,NA
O95486,ctrlH-M,-0.282189223557635,0.376286614868592,20.6051780058385,0.461773480917575,0.942516713585552,NA
O95486,ctrlH-Norm,-0.495627729055204,0.376286614868592,20.6051780058385,0.20224732113789,0.999843706217135,NA
O95486,M-Norm,-0.213438505497569,0.307236734489073,20.6051780058385,0.495000648525368,0.99768989811509,NA
O95487,ctrlH-M,0.202379292989576,0.996071723046828,9.605176955788,0.843235709524055,0.992804470335744,NA
O95487,ctrlH-Norm,0.416743148487802,0.996071723046828,9.605176955788,0.684864611658917,0.999843706217135,NA
O95487,M-Norm,0.214363855498226,0.629971071543282,9.605176955788,0.740973017574871,0.99768989811509,NA
O95562,ctrlH-M,-0.495831333547986,0.504142710192448,20.6051775225474,0.336762925305087,0.933647425157431,NA
O95562,ctrlH-Norm,-0.205442711977486,0.504142710192448,20.6051775225474,0.687836914362889,0.999843706217135,NA
O95562,M-Norm,0.2903886215705,0.411630799171771,20.6051775225367,0.488423997630031,0.99768989811509,NA
O95568,ctrlH-M,-0.51345850949894,0.435975778028608,16.6388453403645,0.255478524884199,0.933647425157431,NA
O95568,ctrlH-Norm,-0.347538278564646,0.435975778028608,16.6388453403515,0.436591971377562,0.999843706217135,NA
O95568,M-Norm,0.165920230934294,0.337142266514595,16.6051772937237,0.629065383676996,0.99768989811509,NA
O95571,ctrlH-M,0.350837237330586,0.265366699069226,20.6051790879196,0.200629688822824,0.933647425157431,NA
O95571,ctrlH-Norm,-0.0222201613788941,0.265366699069226,20.6051790879196,0.934076256900277,0.999843706217135,NA
O95571,M-Norm,-0.37305739870948,0.2166710024821,20.6051790879177,0.100091362845061,0.99768989811509,NA
O95573,ctrlH-M,-0.276355129041138,0.258331472939608,20.6051792247361,0.297095198802323,0.933647425157431,NA
O95573,ctrlH-Norm,-0.25174925134938,0.258331472939608,20.6051792247361,0.341101016401054,0.999843706217135,NA
O95573,M-Norm,0.0246058776917577,0.210926764401214,20.605179224738,0.908262180960439,0.99768989811509,NA
O95602,ctrlH-M,-0.0708669330738374,0.31956912704026,20.6051783549648,0.826685501148512,0.991780703645618,NA
O95602,ctrlH-Norm,-0.129426433941221,0.31956912704026,20.6051783549648,0.689649271775288,0.999843706217135,NA
O95602,M-Norm,-0.0585595008673838,0.26092709959843,20.6051783549648,0.82463433490313,0.99768989811509,NA
O95613,ctrlH-M,0.0415569244477087,0.301427565523943,19.6051784962232,0.891751657922609,0.994939568703672,NA
O95613,ctrlH-Norm,0.111652557593718,0.294497269813823,19.605178496219,0.708666873788258,0.999843706217135,NA
O95613,M-Norm,0.0700956331460095,0.248895620589084,19.6051784962209,0.781180984873098,0.99768989811509,NA
O95619,ctrlH-M,0.0609625005652639,0.20904883749857,20.605181095943,0.773493969652225,0.982612774898517,NA
O95619,ctrlH-Norm,0.180980570748331,0.20904883749857,20.605181095943,0.396604841717615,0.999843706217135,NA
O95619,M-Norm,0.120018070183067,0.170687661064498,20.6051810959443,0.489835021171874,0.99768989811509,NA
O95625,ctrlH-M,0.0468257024626482,0.29715407082553,20.6051785403117,0.876321318914625,0.99383730886006,NA
O95625,ctrlH-Norm,0.0602983208510457,0.29715407082553,20.6051785403117,0.841188417117306,0.999843706217135,NA
O95625,M-Norm,0.0134726183883975,0.2426252828378,20.6051785403117,0.956252334479572,0.99768989811509,NA
O95628,ctrlH-M,0.224596650457087,0.455720046511983,20.6051774000491,0.62733725808798,0.969569449782595,NA
O95628,ctrlH-Norm,-0.313051441082326,0.455720046511983,20.605177400057,0.499780690743636,0.999843706217135,NA
O95628,M-Norm,-0.537648091539413,0.372093859837258,20.6051774000531,0.163515477922412,0.99768989811509,NA
O95630,ctrlH-M,0.294881583907484,0.242376988609054,20.6051796639941,0.237500281958721,0.933647425157431,NA
O95630,ctrlH-Norm,-0.204622424528244,0.242376988609054,20.6051796639941,0.408234977735953,0.999843706217135,NA
O95630,M-Norm,-0.499504008435729,0.197899982494851,20.605179663992,0.0198956234925793,0.99768989811509,NA
O95639,ctrlH-M,-0.138116489679637,0.284068963440935,19.6051786554711,0.632210309407482,0.971037141117556,NA
O95639,ctrlH-Norm,0.00890388509747452,0.284068963440935,19.6051786554622,0.975312024635402,0.999843706217135,NA
O95639,M-Norm,0.147020374777112,0.231941337397206,19.6051786554511,0.533492861585196,0.99768989811509,NA
O95644,ctrlH-M,0.221589668046699,0.432080413061662,19.6051779430205,0.613790913371944,0.966679935493861,NA
O95644,ctrlH-Norm,0.0686496498372193,0.432080413061662,19.6051779430205,0.875387401900851,0.999843706217135,NA
O95644,M-Norm,-0.152940018209479,0.352792179950687,19.6051779430205,0.669374625676282,0.99768989811509,NA
O95671,ctrlH-M,0.333688219016187,0.307475004863776,20.6051783813491,0.290344065619839,0.933647425157431,NA
O95671,ctrlH-Norm,0.0663485676688982,0.307475004863776,20.6051783813429,0.831276900700992,0.999843706217135,NA
O95671,M-Norm,-0.267339651347289,0.251052290192009,20.605178381346,0.299251953930158,0.99768989811509,NA
O95674,ctrlH-M,-1.44999077939323,0.614317976499525,18.6051773320271,0.0293492339706776,0.933647425157431,NA
O95674,ctrlH-Norm,-1.2647837312505,0.62906349696142,18.6595770124224,0.0590476197366226,0.999843706217135,NA
O95674,M-Norm,0.185207048142728,0.519543412808311,18.6845071543557,0.725474677342823,0.99768989811509,NA
O95684,ctrlH-M,-0.305511703161323,0.274214073113708,10.605176955788,0.289833886744759,0.933647425157431,NA
O95684,ctrlH-Norm,-0.220528906444973,0.274214073113708,10.605176955788,0.43892492651812,0.999843706217135,NA
O95684,M-Norm,0.0849827967163503,0.223894853139608,10.605176955788,0.711758229438985,0.99768989811509,NA
O95696,ctrlH-M,0.0332624061297491,0.257250559238565,20.605179270576,0.898374390786979,0.994939568703672,NA
O95696,ctrlH-Norm,0.0730234140488619,0.257250559238565,20.6051792705721,0.779349624052727,0.999843706217135,NA
O95696,M-Norm,0.0397610079191129,0.210044202060034,20.605179270574,0.851711263262546,0.99768989811509,NA
O95714,ctrlH-M,0.498604093518833,0.308341919744,19.6051784171385,0.121844992315791,0.933647425157431,NA
O95714,ctrlH-Norm,0.248705341752671,0.301252652112032,19.605178417142,0.418980844507557,0.999843706217135,NA
O95714,M-Norm,-0.249898751766162,0.254604960680734,19.605178417148,0.338296636768379,0.99768989811509,NA
O95716,ctrlH-M,0.181292928998875,0.474048127086451,20.6051775648324,0.706054439146712,0.973645966405602,NA
O95716,ctrlH-Norm,-0.000588916791830477,0.474048127086451,20.6051775648324,0.999020725896867,0.999843706217135,NA
O95716,M-Norm,-0.181881845790706,0.387058674961279,20.6051775648324,0.643356103603068,0.99768989811509,NA
O95721,ctrlH-M,-0.278332439261188,0.243948752911726,20.605179612355,0.266979953934157,0.933647425157431,NA
O95721,ctrlH-Norm,-0.0806919931808352,0.243948752911726,20.605179612355,0.744154911076297,0.999843706217135,NA
O95721,M-Norm,0.197640446080353,0.199183322674007,20.6051796123529,0.332583741184643,0.99768989811509,NA
O95747,ctrlH-M,-0.397893799871888,0.412928813849177,20.605177809775,0.346425119387578,0.933647425157431,NA
O95747,ctrlH-Norm,-0.472202691638865,0.412928813849177,20.6051778097839,0.265924635370338,0.999843706217135,NA
O95747,M-Norm,-0.074308891766977,0.337154964674394,20.6051778097794,0.827728873370426,0.99768989811509,NA
O95757,ctrlH-M,-0.433102360925377,0.248570509547068,20.6051794855094,0.0963509090084551,0.933647425157431,NA
O95757,ctrlH-Norm,-0.165088685186932,0.248570509547068,20.6051794855134,0.513956823892427,0.999843706217135,NA
O95757,M-Norm,0.268013675738445,0.202956971164644,20.6051794855114,0.201134024331841,0.99768989811509,NA
O95758,ctrlH-M,0.113615213341552,0.192648032645645,20.6051823202272,0.561766609549191,0.960118184008086,NA
O95758,ctrlH-Norm,0.174514328695381,0.192648032645645,20.6051823202272,0.375475387001958,0.999843706217135,NA
O95758,M-Norm,0.0608991153538287,0.157296459977622,20.6051823202287,0.702606621619754,0.99768989811509,NA
O95772,ctrlH-M,0.291293845565225,0.534707324937967,20.6051774526261,0.591757935554218,0.964326184194766,NA
O95772,ctrlH-Norm,0.0397173227570615,0.534707324937967,20.6051774526261,0.941505076924366,0.999843706217135,NA
O95772,M-Norm,-0.251576522808163,0.436586702608861,20.6051774526194,0.570697722373507,0.99768989811509,NA
O95777,ctrlH-M,-0.391533074119035,0.311600917219425,20.6051784270575,0.222986198368312,0.933647425157431,NA
O95777,ctrlH-Norm,-0.217938021426971,0.311600917219425,20.6051784270637,0.492114187841947,0.999843706217135,NA
O95777,M-Norm,0.173595052692065,0.254421083523604,20.6051784270606,0.502639447481233,0.99768989811509,NA
O95782,ctrlH-M,-0.488765320825937,0.328994312748607,20.6051782547642,0.152516070717883,0.933647425157431,NA
O95782,ctrlH-Norm,-0.294189958739503,0.328994312748607,20.6051782547585,0.381536007051578,0.999843706217135,NA
O95782,M-Norm,0.194575362086434,0.268622731503904,20.6051782547614,0.476999153509587,0.99768989811509,NA
O95785,ctrlH-M,-0.182224752080149,0.249502466527416,20.6051794458629,0.473397687586874,0.942930751159134,NA
O95785,ctrlH-Norm,-0.0882355616827013,0.249502466527416,20.6051794458669,0.727196926197654,0.999843706217135,NA
O95785,M-Norm,0.0939891903974477,0.20371791085267,20.6051794458669,0.649366992593447,0.99768989811509,NA
O95786,ctrlH-M,-0.285014281443426,0.501670770804501,10.605176955788,0.581775576391457,0.963024291265518,NA
O95786,ctrlH-Norm,-0.35637151401275,0.501670770804501,10.605176955788,0.492800735683341,0.999843706217135,NA
O95786,M-Norm,-0.0713572325693249,0.409612469113252,10.605176955788,0.864983861019435,0.99768989811509,NA
O95793,ctrlH-M,-0.267581292313599,0.179131988064338,20.6051839257737,0.15039298253074,0.933647425157431,NA
O95793,ctrlH-Norm,-0.122654050465076,0.179131988064338,20.6051839257737,0.501154950447227,0.999843706217135,NA
O95793,M-Norm,0.144927241848523,0.146260655789318,20.6051839257746,0.333236755630402,0.99768989811509,NA
O95801,ctrlH-M,0.137499014573637,0.258819044493015,19.6051791536133,0.601209599062411,0.966667122357415,NA
O95801,ctrlH-Norm,0.17192869999124,0.258819044493015,19.6051791536133,0.514247823281641,0.999843706217135,NA
O95801,M-Norm,0.0344296854176029,0.211324864907528,19.6051791536133,0.872246690949697,0.99768989811509,NA
O95816,ctrlH-M,-0.522821733144177,0.286294803611269,20.6051786811569,0.0823520478818622,0.933647425157431,NA
O95816,ctrlH-Norm,-0.392648672334921,0.286294803611269,20.6051786811569,0.184975731994994,0.999843706217135,NA
O95816,M-Norm,0.130173060809256,0.233758728285976,20.6051786811586,0.583615303003499,0.99768989811509,NA
O95822,ctrlH-M,0.570633555773625,0.341432249716985,19.6051778022247,0.110550209653435,0.933647425157431,NA
O95822,ctrlH-Norm,0.482934336143438,0.341432249716985,19.6051778022165,0.172919463224657,0.999843706217135,NA
O95822,M-Norm,-0.0876992196301873,0.27877826451238,19.6051778022139,0.75640078700106,0.99768989811509,NA
O95831,ctrlH-M,-0.0439026240296254,0.171762200292172,20.6051851668789,0.800792985252141,0.986329583868459,NA
O95831,ctrlH-Norm,-0.0675341540159629,0.171762200292172,20.6051851668789,0.698222068712009,0.999843706217135,NA
O95831,M-Norm,-0.0236315299863374,0.140243249271182,20.6051851668798,0.867829971399288,0.99768989811509,NA
O95834,ctrlH-M,0.0596886494853006,0.245665598847086,20.6051795643428,0.81043322530336,0.988369949431129,NA
O95834,ctrlH-Norm,-0.234981254918034,0.245665598847086,20.6051795643428,0.349904110152898,0.999843706217135,NA
O95834,M-Norm,-0.294669904403334,0.200585121510208,20.6051795643448,0.156921633506661,0.99768989811509,NA
O95861,ctrlH-M,-0.256573197844574,0.410942091091138,20.6051774992074,0.539247555627885,0.957858814625377,NA
O95861,ctrlH-Norm,-0.180924080028815,0.410942091091138,20.6051774992074,0.664327867409048,0.999843706217135,NA
O95861,M-Norm,0.0756491178157592,0.335532812335204,20.6051774992096,0.823842819113081,0.99768989811509,NA
O95864,ctrlH-M,-0.494675300301662,0.325041450865787,20.6051782271048,0.143237558328087,0.933647425157431,NA
O95864,ctrlH-Norm,-0.418511564311907,0.325041450865787,20.6051782271048,0.212172380703324,0.999843706217135,NA
O95864,M-Norm,0.0761637359897547,0.265395233291702,20.6051782271077,0.776991916264168,0.99768989811509,NA
O95865,ctrlH-M,0.043042534867228,0.827380523856366,10.605176955788,0.959477566182508,0.998441172273122,NA
O95865,ctrlH-Norm,-0.607833517894472,0.827380523856366,10.605176955788,0.478483706336453,0.999843706217135,NA
O95865,M-Norm,-0.6508760527617,0.675553368854914,10.605176955788,0.356766055406042,0.99768989811509,NA
O95870,ctrlH-M,0.45364986573705,0.27034244416193,20.6051789855236,0.108440190842478,0.933647425157431,NA
O95870,ctrlH-Norm,-0.0845450775542602,0.27034244416193,20.6051789855236,0.757626472776835,0.999843706217135,NA
O95870,M-Norm,-0.538194943291311,0.220733681337861,20.6051789855218,0.0239163847178079,0.99768989811509,NA
O95881,ctrlH-M,-0.0861440294637621,0.258279847086757,19.6051789482886,0.742275209978089,0.975924059797944,NA
O95881,ctrlH-Norm,-0.02168902762764,0.258279847086757,19.6051789482759,0.933927936279384,0.999843706217135,NA
O95881,M-Norm,0.0644550018361221,0.210884612068873,19.6051789482759,0.76309954429306,0.99768989811509,NA
O95900,ctrlH-M,0.202900199569987,0.297776105993873,20.6051785548217,0.503214807662126,0.951892711350805,NA
O95900,ctrlH-Norm,0.116891915994863,0.297776105993873,20.6051785548217,0.698683375229823,0.999843706217135,NA
O95900,M-Norm,-0.0860082835751239,0.243133172425969,20.6051785548217,0.727120403732376,0.99768989811509,NA
O95926,ctrlH-M,0.213955000888336,0.322334539840469,19.6051781666506,0.514570184368927,0.953574379254704,NA
O95926,ctrlH-Norm,0.222480059174121,0.322334539840469,19.6051781666451,0.498149393947052,0.999843706217135,NA
O95926,M-Norm,0.00852505828578478,0.263185049694655,19.6051781666451,0.974487044184518,0.99768989811509,NA
O95983,ctrlH-M,-0.403785137972026,0.324321563725589,20.6051782219007,0.22710037349253,0.933647425157431,NA
O95983,ctrlH-Norm,-0.0112494732516,0.324321563725589,20.6051782219065,0.972663812538102,0.999843706217135,NA
O95983,M-Norm,0.392535664720426,0.264807447903077,20.6051782219065,0.153382210531885,0.99768989811509,NA
O95985,ctrlH-M,-0.275984950557982,0.515849748741293,15.7011289189804,0.600138548033547,0.966667122357415,NA
O95985,ctrlH-Norm,-0.424659371006162,0.52900884016106,15.8738416926062,0.433977152354978,0.999843706217135,NA
O95985,M-Norm,-0.148674420448181,0.415868136472144,15.6884380111152,0.725478682732938,0.99768989811509,NA
O95989,ctrlH-M,-0.938974926040021,0.544819674316378,12.787291446068,0.108880865906882,0.933647425157431,NA
O95989,ctrlH-Norm,-0.925404264060688,0.539728190867967,13.0834952247254,0.109997328190668,0.999843706217135,NA
O95989,M-Norm,0.0135706619793334,0.393836408753191,12.7609007738755,0.97304539899612,0.99768989811509,NA
O95999,ctrlH-M,0.0611732641539753,0.315676307828341,20.6051782955364,0.848242029828711,0.992879159641751,NA
O95999,ctrlH-Norm,0.159776059665702,0.315676307828341,20.6051782955364,0.618131656114902,0.999843706217135,NA
O95999,M-Norm,0.0986027955117263,0.257748626021729,20.6051782955364,0.705967973132487,0.99768989811509,NA
O96000,ctrlH-M,-0.125788773039687,0.211072145560809,20.60518096375,0.557698008783525,0.960118184008086,NA
O96000,ctrlH-Norm,-0.202902873549536,0.211072145560809,20.60518096375,0.34754915518664,0.999843706217135,NA
O96000,M-Norm,-0.0771141005098483,0.17233968517948,20.6051809637538,0.659215682735764,0.99768989811509,NA
O96005,ctrlH-M,0.0445225883332636,0.264065696320152,20.6051791412315,0.867752043742502,0.99383730886006,NA
O96005,ctrlH-Norm,0.11903417217647,0.264065696320152,20.6051791412315,0.656859524253967,0.999843706217135,NA
O96005,M-Norm,0.074511583843206,0.215608738185703,20.6051791412296,0.733156370464001,0.99768989811509,NA
O96006,ctrlH-M,0.666228409080876,0.370178463372519,20.6051779994671,0.0865614938590345,0.933647425157431,NA
O96006,ctrlH-Norm,0.214689990468992,0.370178463372519,20.6051779994671,0.568227550427765,0.999843706217135,NA
O96006,M-Norm,-0.451538418611884,0.302249449676741,20.6051779994721,0.150351391472563,0.99768989811509,NA
O96008,ctrlH-M,-0.146984964505837,0.240171684287925,20.605179721293,0.547232483477999,0.959133353252005,NA
O96008,ctrlH-Norm,-0.248947742340359,0.240171684287925,20.6051797212972,0.311962033809059,0.999843706217135,NA
O96008,M-Norm,-0.101962777834522,0.196099359056744,20.6051797212972,0.608636670889119,0.99768989811509,NA
O96011,ctrlH-M,0.371969403439861,0.268168641091684,19.6051790477765,0.180988394635869,0.933647425157431,NA
O96011,ctrlH-Norm,-0.10064299558295,0.268168641091684,19.6051790477696,0.711468862150589,0.999843706217135,NA
O96011,M-Norm,-0.472612399022811,0.218958778563394,19.6051790477661,0.0434814056802193,0.99768989811509,NA
O96019,ctrlH-M,-0.00110941065208792,0.181459086960509,20.6051835934035,0.995180703358469,0.998682180515765,NA
O96019,ctrlH-Norm,-0.0539774861548983,0.181459086960509,20.6051835934035,0.769090844042722,0.999843706217135,NA
O96019,M-Norm,-0.0528680755028104,0.148160724081522,20.6051835934035,0.724847900677652,0.99768989811509,NA
O96019;O94805,ctrlH-M,-0.304962200339164,0.432857665312634,20.6051776600414,0.488988626749594,0.946889297662311,NA
O96019;O94805,ctrlH-Norm,-0.0657363933710889,0.432857665312634,20.6051776600414,0.880769695225802,0.999843706217135,NA
O96019;O94805,M-Norm,0.239225806968075,0.353426803756124,20.6051776600372,0.506013743159033,0.99768989811509,NA
O96028,ctrlH-M,-0.240031681422988,0.205175911824682,20.6051813361334,0.255402778997495,0.933647425157431,NA
O96028,ctrlH-Norm,-0.133147774265496,0.205175911824682,20.6051813361334,0.523542132443222,0.999843706217135,NA
O96028,M-Norm,0.106883907157491,0.167525430493581,20.6051813361347,0.53049058982691,0.99768989811509,NA
P00167,ctrlH-M,-0.161447048541451,0.321786217885641,20.6051782329759,0.621182203664764,0.967302369260469,NA
P00167,ctrlH-Norm,-0.0271963605981309,0.321786217885641,20.6051782329759,0.933461280971742,0.999843706217135,NA
P00167,M-Norm,0.13425068794332,0.26273734669329,20.605178232973,0.61480409550069,0.99768989811509,NA
P00338,ctrlH-M,-0.450309331162762,0.43405733499262,20.6051778177398,0.311551957645332,0.933647425157431,NA
P00338,ctrlH-Norm,-0.55185260576074,0.43405733499262,20.6051778177314,0.217757567386804,0.999843706217135,NA
P00338,M-Norm,-0.101543274597979,0.354406329948075,20.6051778177356,0.777343604951924,0.99768989811509,NA
P00338;Q6ZMR3,ctrlH-M,0.387177626937577,0.514502223632319,10.605176955788,0.468107991407767,0.942516713585552,NA
P00338;Q6ZMR3,ctrlH-Norm,-0.444922437122898,0.514502223632319,10.605176955788,0.406304595387374,0.999843706217135,NA
P00338;Q6ZMR3,M-Norm,-0.832100064060476,0.420089306475501,10.605176955788,0.074141415737825,0.99768989811509,NA
P00367,ctrlH-M,-0.144085032041115,0.229726489339313,20.6051800796375,0.537415160668015,0.9575407481879,NA
P00367,ctrlH-Norm,-0.317620979431219,0.229726489339313,20.6051800796375,0.181588827284244,0.999843706217135,NA
P00367,M-Norm,-0.173535947390103,0.187570893094079,20.6051800796408,0.365584050055201,0.99768989811509,NA
P00367;P49448,ctrlH-M,-0.24101231794835,0.198315416889282,20.6051818425962,0.237994606721891,0.933647425157431,NA
P00367;P49448,ctrlH-Norm,-0.292364319868169,0.198315416889282,20.6051818425962,0.155532509529733,0.999843706217135,NA
P00367;P49448,M-Norm,-0.0513520019198186,0.161923859835355,20.6051818425976,0.754330855335594,0.99768989811509,NA
P00374,ctrlH-M,0.267922345403898,0.351406356338307,20.6051781230138,0.454444096891729,0.942516713585552,NA
P00374,ctrlH-Norm,0.304112474183701,0.351406356338307,20.6051781230138,0.396775294114217,0.999843706217135,NA
P00374,M-Norm,0.0361901287798032,0.286922088466498,20.6051781230138,0.900849888497956,0.99768989811509,NA
P00387,ctrlH-M,-0.285795962500762,0.284374869102772,20.6051787581198,0.326555131701821,0.933647425157431,NA
P00387,ctrlH-Norm,-0.455226897559772,0.284374869102772,20.6051787581198,0.124642616701575,0.999843706217135,NA
P00387,M-Norm,-0.16943093505901,0.232191108324183,20.6051787581147,0.473785250082889,0.99768989811509,NA
P00390,ctrlH-M,0.0049664145333761,0.227688044661977,20.6051801631343,0.982807480888889,0.998441172273122,NA
P00390,ctrlH-Norm,-0.259688247976149,0.227688044661977,20.6051801631343,0.267143597346631,0.999843706217135,NA
P00390,M-Norm,-0.264654662509525,0.185906509984624,20.605180163132,0.169532107408977,0.99768989811509,NA
P00395,ctrlH-M,-1.54984664876187,1.38520095298408,9.605176955788,0.290399286503338,0.933647425157431,NA
P00395,ctrlH-Norm,-1.74711864193238,1.4601300094885,9.605176955788,0.260181110597347,0.999843706217135,NA
P00395,M-Norm,-0.197271993170508,1.22163241248185,9.605176955788,0.875059526702947,0.99768989811509,NA
P00403,ctrlH-M,-0.305895718870549,0.294778980757852,20.6051786017133,0.311429154378992,0.933647425157431,NA
P00403,ctrlH-Norm,-0.397903621419379,0.294778980757852,20.6051786017133,0.191711828870706,0.999843706217135,NA
P00403,M-Norm,-0.092007902548831,0.240686029918146,20.6051786017149,0.7061728620425,0.99768989811509,NA
P00441,ctrlH-M,-0.187083705298775,0.455545096224472,19.605174069305,0.685760297920266,0.973231471379063,NA
P00441,ctrlH-Norm,-0.371138994941421,0.455545096224472,19.6051740693085,0.425022566758497,0.999843706217135,NA
P00441,M-Norm,-0.184055289642646,0.371951013525673,19.6051740693506,0.626214785017209,0.99768989811509,NA
P00451,ctrlH-M,-0.645922368016943,0.722064309377975,16.6051770740734,0.383811182203914,0.933647425157431,NA
P00451,ctrlH-Norm,0.226699568831428,0.722064309377975,16.605177074062,0.75746105829832,0.999843706217135,NA
P00451,M-Norm,0.87262193684837,0.481376206251984,16.6051770740592,0.0879867392588825,0.99768989811509,NA
P00488,ctrlH-M,-0.225740940380652,0.678599534739929,20.6051770744373,0.742753804037345,0.975924059797944,NA
P00488,ctrlH-Norm,0.0993189895874531,0.678599534739929,20.6051770744373,0.885060629798819,0.999843706217135,NA
P00488,M-Norm,0.325059929968105,0.554074199934297,20.605177074453,0.563796850479036,0.99768989811509,NA
P00491,ctrlH-M,0.116374603830826,0.471967618444242,20.6051775000045,0.807678344178391,0.987028676939316,NA
P00491,ctrlH-Norm,-0.228250266446958,0.471967618444242,20.6051775000045,0.633759244456177,0.999843706217135,NA
P00491,M-Norm,-0.344624870277784,0.385359946768325,20.6051774999968,0.381492345064967,0.99768989811509,NA
P00492,ctrlH-M,-0.735534265676687,0.377966145228433,20.605177869018,0.0654176394689305,0.933647425157431,NA
P00492,ctrlH-Norm,-0.767335223914833,0.377966145228433,20.605177869018,0.055447718805328,0.999843706217135,NA
P00492,M-Norm,-0.0318009582381462,0.308608065285448,20.6051778690229,0.918922445144462,0.99768989811509,NA
P00505,ctrlH-M,-0.38488258515455,0.270252427166066,19.6051793106962,0.170123194459133,0.933647425157431,NA
P00505,ctrlH-Norm,-0.380597997884057,0.270252427166066,19.6051793106834,0.174701758880349,0.999843706217135,NA
P00505,M-Norm,0.00428458727049286,0.220660182768512,19.6051793106544,0.984704601831053,0.998036163494327,NA
P00558,ctrlH-M,-0.165983292494275,0.262978831024141,20.6051791460794,0.534871446461144,0.9575407481879,NA
P00558,ctrlH-Norm,-0.351983171379392,0.262978831024141,20.6051791460794,0.195333376848217,0.999843706217135,NA
P00558,M-Norm,-0.185999878885117,0.214721316387582,20.6051791460794,0.396334243695887,0.99768989811509,NA
P00813,ctrlH-M,-0.0478438310030889,0.390801799752566,20.6051776676867,0.903748787197094,0.994939568703672,NA
P00813,ctrlH-Norm,-0.335837988761865,0.390801799752566,20.6051776676867,0.400031662531542,0.999843706217135,NA
P00813,M-Norm,-0.287994157758776,0.319088333318372,20.6051776676914,0.377193393080097,0.99768989811509,NA
P00915,ctrlH-M,0.160542085199849,0.781518856913971,9.605176955788,0.841529502980599,0.992804470335744,NA
P00915,ctrlH-Norm,1.05524806150832,0.781518856913972,9.605176955788,0.207889733143956,0.999843706217135,NA
P00915,M-Norm,0.894705976308475,0.494275924443876,9.605176955788,0.101613833106425,0.99768989811509,NA
P00966,ctrlH-M,-0.0943944085423123,0.506022710507623,20.6051773403616,0.853844252721314,0.992879159641751,NA
P00966,ctrlH-Norm,0.0432252875803787,0.506022710507623,20.6051773403616,0.932750770690664,0.999843706217135,NA
P00966,M-Norm,0.137619696122691,0.413165813001255,20.6051773403651,0.742434826315361,0.99768989811509,NA
P00973,ctrlH-M,0.265251908951862,0.903351764185331,20.6051777459505,0.771977201415714,0.982612774898517,NA
P00973,ctrlH-Norm,-0.468486575355489,0.903351764185331,20.6051777459505,0.609558255979095,0.999843706217135,NA
P00973,M-Norm,-0.733738484307351,0.737583626832352,20.6051777459505,0.331379385490959,0.99768989811509,NA
P01024,ctrlH-M,-0.468821883163899,0.725131930207904,10.605176955788,0.531676608799466,0.9575407481879,NA
P01024,ctrlH-Norm,-0.468931110743924,0.725131930207904,10.605176955788,0.53158281151545,0.999843706217135,NA
P01024,M-Norm,-0.000109227580024851,0.592067741736276,10.605176955788,0.999856226716874,0.999856226716874,NA
